filename,latitude,longitude
"D:/gsv_image/all_last/ALL\tel aviv_heading=120.0&fov=64.0&location=32.1060729415724,34.81766933218741&source=outdoor.jpg",32.1060729415724,34.8176693321874
"D:/gsv_image/all_last/ALL\tel aviv_heading=120.0&fov=64.0&location=32.10607546191893,34.8236832481178&source=outdoor.jpg",32.1060754619189,34.8236832481178
"D:/gsv_image/all_last/ALL\tel aviv_heading=120.0&fov=64.0&location=32.10607647705103,34.82106630146561&source=outdoor.jpg",32.106076477051,34.8210663014656
"D:/gsv_image/all_last/ALL\tel aviv_heading=120.0&fov=64.0&location=32.10607787089106,34.81837497071578&source=outdoor.jpg",32.1060778708911,34.8183749707158
"D:/gsv_image/all_last/ALL\tel aviv_heading=120.0&fov=64.0&location=32.10607894717417,34.82179886927063&source=outdoor.jpg",32.1060789471742,34.8217988692706
"D:/gsv_image/all_last/ALL\tel aviv_heading=120.0&fov=64.0&location=32.10608888660799,34.81826789533001&source=outdoor.jpg",32.106088886608,34.81826789533
"D:/gsv_image/all_last/ALL\tel aviv_heading=120.0&fov=64.0&location=32.10609120335429,34.82117008790239&source=outdoor.jpg",32.1060912033543,34.8211700879024
"D:/gsv_image/all_last/ALL\tel aviv_heading=120.0&fov=64.0&location=32.10609227244598,34.82378425147084&source=outdoor.jpg",32.106092272446,34.8237842514708
"D:/gsv_image/all_last/ALL\tel aviv_heading=120.0&fov=64.0&location=32.10609324122149,34.82190476085481&source=outdoor.jpg",32.1060932412215,34.8219047608548
"D:/gsv_image/all_last/ALL\tel aviv_heading=120.0&fov=64.0&location=32.10609371137825,34.81756267714695&source=outdoor.jpg",32.1060937113783,34.817562677147
"D:/gsv_image/all_last/ALL\tel aviv_heading=120.0&fov=64.0&location=32.1060943579442,34.8182142312192&source=outdoor.jpg",32.1060943579442,34.8182142312192
"D:/gsv_image/all_last/ALL\tel aviv_heading=120.0&fov=64.0&location=32.10610542934701,34.81810673440618&source=outdoor.jpg",32.106105429347,34.8181067344062
"D:/gsv_image/all_last/ALL\tel aviv_heading=120.0&fov=64.0&location=32.10610742886499,34.82127564329694&source=outdoor.jpg",32.106107428865,34.8212756432969
"D:/gsv_image/all_last/ALL\tel aviv_heading=120.0&fov=64.0&location=32.10610746835742,34.82200989413563&source=outdoor.jpg",32.1061074683574,34.8220098941356
"D:/gsv_image/all_last/ALL\tel aviv_heading=120.0&fov=64.0&location=32.10611002657539,34.82389098299112&source=outdoor.jpg",32.1061100265754,34.8238909829911
"D:/gsv_image/all_last/ALL\tel aviv_heading=120.0&fov=64.0&location=32.10611447801475,34.81745627471101&source=outdoor.jpg",32.1061144780148,34.817456274711
"D:/gsv_image/all_last/ALL\tel aviv_heading=120.0&fov=64.0&location=32.10612000962708,34.81799628887214&source=outdoor.jpg",32.1061200096271,34.8179962888721
"D:/gsv_image/all_last/ALL\tel aviv_heading=120.0&fov=64.0&location=32.10612148576872,34.82211351094455&source=outdoor.jpg",32.1061214857687,34.8221135109445
"D:/gsv_image/all_last/ALL\tel aviv_heading=120.0&fov=64.0&location=32.10612380014441,34.82138170401306&source=outdoor.jpg",32.1061238001444,34.8213817040131
"D:/gsv_image/all_last/ALL\tel aviv_heading=120.0&fov=64.0&location=32.10612787678512,34.82399813557515&source=outdoor.jpg",32.1061278767851,34.8239981355752
"D:/gsv_image/all_last/ALL\tel aviv_heading=120.0&fov=64.0&location=32.10612885066192,34.82271482292275&source=outdoor.jpg",32.1061288506619,34.8227148229227
"D:/gsv_image/all_last/ALL\tel aviv_heading=120.0&fov=64.0&location=32.10613452798344,34.82542192235096&source=outdoor.jpg",32.1061345279834,34.825421922351
"D:/gsv_image/all_last/ALL\tel aviv_heading=120.0&fov=64.0&location=32.10613515002396,34.81735138856978&source=outdoor.jpg",32.106135150024,34.8173513885698
"D:/gsv_image/all_last/ALL\tel aviv_heading=120.0&fov=64.0&location=32.10613578248487,34.82221914941561&source=outdoor.jpg",32.1061357824849,34.8222191494156
"D:/gsv_image/all_last/ALL\tel aviv_heading=120.0&fov=64.0&location=32.10613724098667,34.81788879178518&source=outdoor.jpg",32.1061372409867,34.8178887917852
"D:/gsv_image/all_last/ALL\tel aviv_heading=120.0&fov=64.0&location=32.10614029390199,34.82148810156512&source=outdoor.jpg",32.106140293902,34.8214881015651
"D:/gsv_image/all_last/ALL\tel aviv_heading=120.0&fov=64.0&location=32.10614045835553,34.82547074295431&source=outdoor.jpg",32.1061404583555,34.8254707429543
"D:/gsv_image/all_last/ALL\tel aviv_heading=120.0&fov=64.0&location=32.10614579359191,34.82410604617854&source=outdoor.jpg",32.1061457935919,34.8241060461785
"D:/gsv_image/all_last/ALL\tel aviv_heading=120.0&fov=64.0&location=32.10615169774292,34.8223230186941&source=outdoor.jpg",32.1061516977429,34.8223230186941
"D:/gsv_image/all_last/ALL\tel aviv_heading=120.0&fov=64.0&location=32.10615433727947,34.81778196852731&source=outdoor.jpg",32.1061543372795,34.8177819685273
"D:/gsv_image/all_last/ALL\tel aviv_heading=120.0&fov=64.0&location=32.1061549010067,34.82554047831243&source=outdoor.jpg",32.1061549010067,34.8255404783124
"D:/gsv_image/all_last/ALL\tel aviv_heading=120.0&fov=64.0&location=32.10615671146175,34.82159449898478&source=outdoor.jpg",32.1061567114618,34.8215944989848
"D:/gsv_image/all_last/ALL\tel aviv_heading=120.0&fov=64.0&location=32.10616162961395,34.81724422765652&source=outdoor.jpg",32.106161629614,34.8172442276565
"D:/gsv_image/all_last/ALL\tel aviv_heading=120.0&fov=64.0&location=32.10616350379678,34.82421218762274&source=outdoor.jpg",32.1061635037968,34.8242121876227
"D:/gsv_image/all_last/ALL\tel aviv_heading=120.0&fov=64.0&location=32.1061672821326,34.82242284428079&source=outdoor.jpg",32.1061672821326,34.8224228442808
"D:/gsv_image/all_last/ALL\tel aviv_heading=120.0&fov=64.0&location=32.10617159482911,34.81767438692537&source=outdoor.jpg",32.1061715948291,34.8176743869254
"D:/gsv_image/all_last/ALL\tel aviv_heading=120.0&fov=64.0&location=32.10617327787833,34.82170114899704&source=outdoor.jpg",32.1061732778783,34.821701148997
"D:/gsv_image/all_last/ALL\tel aviv_heading=120.0&fov=64.0&location=32.10618063646871,34.82431580176259&source=outdoor.jpg",32.1061806364687,34.8243158017626
"D:/gsv_image/all_last/ALL\tel aviv_heading=120.0&fov=64.0&location=32.1061833119233,34.82252561818077&source=outdoor.jpg",32.1061833119233,34.8225256181808
"D:/gsv_image/all_last/ALL\tel aviv_heading=120.0&fov=64.0&location=32.10618827355003,34.8171360556551&source=outdoor.jpg",32.10618827355,34.8171360556551
"D:/gsv_image/all_last/ALL\tel aviv_heading=120.0&fov=64.0&location=32.10618957870293,34.821806703736&source=outdoor.jpg",32.1061895787029,34.821806703736
"D:/gsv_image/all_last/ALL\tel aviv_heading=120.0&fov=64.0&location=32.10619305977679,34.81756478329042&source=outdoor.jpg",32.1061930597768,34.8175647832904
"D:/gsv_image/all_last/ALL\tel aviv_heading=120.0&fov=64.0&location=32.10619737629608,34.82441629893436&source=outdoor.jpg",32.1061973762961,34.8244162989344
"D:/gsv_image/all_last/ALL\tel aviv_heading=120.0&fov=64.0&location=32.10620070454007,34.82263715299473&source=outdoor.jpg",32.1062007045401,34.8226371529947
"D:/gsv_image/all_last/ALL\tel aviv_heading=120.0&fov=64.0&location=32.10620578623207,34.82191158441302&source=outdoor.jpg",32.1062057862321,34.821911584413
"D:/gsv_image/all_last/ALL\tel aviv_heading=120.0&fov=64.0&location=32.10621449470496,34.82451898619907&source=outdoor.jpg",32.106214494705,34.8245189861991
"D:/gsv_image/all_last/ALL\tel aviv_heading=120.0&fov=64.0&location=32.10621454368835,34.81703150610626&source=outdoor.jpg",32.1062145436884,34.8170315061063
"D:/gsv_image/all_last/ALL\tel aviv_heading=120.0&fov=64.0&location=32.10621508681751,34.817458970578&source=outdoor.jpg",32.1062150868175,34.817458970578
"D:/gsv_image/all_last/ALL\tel aviv_heading=120.0&fov=64.0&location=32.1062191120042,34.82274860342255&source=outdoor.jpg",32.1062191120042,34.8227486034226
"D:/gsv_image/all_last/ALL\tel aviv_heading=120.0&fov=64.0&location=32.10622225261118,34.82540684006358&source=outdoor.jpg",32.1062222526112,34.8254068400636
"D:/gsv_image/all_last/ALL\tel aviv_heading=120.0&fov=64.0&location=32.10622225596244,34.82201781282302&source=outdoor.jpg",32.1062222559624,34.822017812823
"D:/gsv_image/all_last/ALL\tel aviv_heading=120.0&fov=64.0&location=32.10623123115919,34.82461973584833&source=outdoor.jpg",32.1062312311592,34.8246197358483
"D:/gsv_image/all_last/ALL\tel aviv_heading=120.0&fov=64.0&location=32.10623679107753,34.8173546741617&source=outdoor.jpg",32.1062367910775,34.8173546741617
"D:/gsv_image/all_last/ALL\tel aviv_heading=120.0&fov=64.0&location=32.10623812917253,34.82285786345152&source=outdoor.jpg",32.1062381291725,34.8228578634515
"D:/gsv_image/all_last/ALL\tel aviv_heading=120.0&fov=64.0&location=32.10623874573739,34.82212446230726&source=outdoor.jpg",32.1062387457374,34.8221244623073
"D:/gsv_image/all_last/ALL\tel aviv_heading=120.0&fov=64.0&location=32.1062485573757,34.81693015779149&source=outdoor.jpg",32.1062485573757,34.8169301577915
"D:/gsv_image/all_last/ALL\tel aviv_heading=120.0&fov=64.0&location=32.10625004728301,34.82473278422646&source=outdoor.jpg",32.106250047283,34.8247327842265
"D:/gsv_image/all_last/ALL\tel aviv_heading=120.0&fov=64.0&location=32.1062552819363,34.82223144862305&source=outdoor.jpg",32.1062552819363,34.8222314486231
"D:/gsv_image/all_last/ALL\tel aviv_heading=120.0&fov=64.0&location=32.10625707322799,34.8229668706196&source=outdoor.jpg",32.106257073228,34.8229668706196
"D:/gsv_image/all_last/ALL\tel aviv_heading=120.0&fov=64.0&location=32.10626233309051,34.81724540710128&source=outdoor.jpg",32.1062623330905,34.8172454071013
"D:/gsv_image/all_last/ALL\tel aviv_heading=120.0&fov=64.0&location=32.10626980690146,34.82485156067729&source=outdoor.jpg",32.1062698069015,34.8248515606773
"D:/gsv_image/all_last/ALL\tel aviv_heading=120.0&fov=64.0&location=32.10627175431534,34.82233742391254&source=outdoor.jpg",32.1062717543153,34.8223374239125
"D:/gsv_image/all_last/ALL\tel aviv_heading=120.0&fov=64.0&location=32.106275714419,34.82307368740065&source=outdoor.jpg",32.106275714419,34.8230736874007
"D:/gsv_image/all_last/ALL\tel aviv_heading=120.0&fov=64.0&location=32.10627667781478,34.82539353302118&source=outdoor.jpg",32.1062766778148,34.8253935330212
"D:/gsv_image/all_last/ALL\tel aviv_heading=120.0&fov=64.0&location=32.10628267650996,34.81682847237079&source=outdoor.jpg",32.10628267651,34.8168284723708
"D:/gsv_image/all_last/ALL\tel aviv_heading=120.0&fov=64.0&location=32.10628814430816,34.82244390451626&source=outdoor.jpg",32.1062881443082,34.8224439045163
"D:/gsv_image/all_last/ALL\tel aviv_heading=120.0&fov=64.0&location=32.1062892729432,34.82496326093366&source=outdoor.jpg",32.1062892729432,34.8249632609337
"D:/gsv_image/all_last/ALL\tel aviv_heading=120.0&fov=64.0&location=32.10629028748125,34.81714203713226&source=outdoor.jpg",32.1062902874813,34.8171420371323
"D:/gsv_image/all_last/ALL\tel aviv_heading=120.0&fov=64.0&location=32.10629514541591,34.82318016708741&source=outdoor.jpg",32.1062951454159,34.8231801670874
"D:/gsv_image/all_last/ALL\tel aviv_heading=120.0&fov=64.0&location=32.10630465986804,34.8225504692282&source=outdoor.jpg",32.106304659868,34.8225504692282
"D:/gsv_image/all_last/ALL\tel aviv_heading=120.0&fov=64.0&location=32.10631519553767,34.82328782600296&source=outdoor.jpg",32.1063151955377,34.823287826003
"D:/gsv_image/all_last/ALL\tel aviv_heading=120.0&fov=64.0&location=32.10631818596315,34.81703908826962&source=outdoor.jpg",32.1063181859631,34.8170390882696
"D:/gsv_image/all_last/ALL\tel aviv_heading=120.0&fov=64.0&location=32.10631860621383,34.82506409429767&source=outdoor.jpg",32.1063186062138,34.8250640942977
"D:/gsv_image/all_last/ALL\tel aviv_heading=120.0&fov=64.0&location=32.10631984594971,34.81673234710221&source=outdoor.jpg",32.1063198459497,34.8167323471022
"D:/gsv_image/all_last/ALL\tel aviv_heading=120.0&fov=64.0&location=32.10632105575468,34.82265644412227&source=outdoor.jpg",32.1063210557547,34.8226564441223
"D:/gsv_image/all_last/ALL\tel aviv_heading=120.0&fov=64.0&location=32.10633491642361,34.82339337878307&source=outdoor.jpg",32.1063349164236,34.8233933787831
"D:/gsv_image/all_last/ALL\tel aviv_heading=120.0&fov=64.0&location=32.10633880017458,34.82276199768188&source=outdoor.jpg",32.1063388001746,34.8227619976819
"D:/gsv_image/all_last/ALL\tel aviv_heading=120.0&fov=64.0&location=32.10634857175285,34.81692965231331&source=outdoor.jpg",32.1063485717528,34.8169296523133
"D:/gsv_image/all_last/ALL\tel aviv_heading=120.0&fov=64.0&location=32.10635446177685,34.82349876295308&source=outdoor.jpg",32.1063544617769,34.8234987629531
"D:/gsv_image/all_last/ALL\tel aviv_heading=120.0&fov=64.0&location=32.10635674620875,34.82286763535171&source=outdoor.jpg",32.1063567462088,34.8228676353517
"D:/gsv_image/all_last/ALL\tel aviv_heading=120.0&fov=64.0&location=32.10636194567345,34.82536841955894&source=outdoor.jpg",32.1063619456734,34.8253684195589
"D:/gsv_image/all_last/ALL\tel aviv_heading=120.0&fov=64.0&location=32.10636381958389,34.81663537925907&source=outdoor.jpg",32.1063638195839,34.8166353792591
"D:/gsv_image/all_last/ALL\tel aviv_heading=120.0&fov=64.0&location=32.10637405974199,34.82360397851361&source=outdoor.jpg",32.106374059742,34.8236039785136
"D:/gsv_image/all_last/ALL\tel aviv_heading=120.0&fov=64.0&location=32.10637442666857,34.82297217776566&source=outdoor.jpg",32.1063744266686,34.8229721777657
"D:/gsv_image/all_last/ALL\tel aviv_heading=120.0&fov=64.0&location=32.1063830729313,34.81682990456066&source=outdoor.jpg",32.1063830729313,34.8168299045607
"D:/gsv_image/all_last/ALL\tel aviv_heading=120.0&fov=64.0&location=32.10639232273871,34.82307773093548&source=outdoor.jpg",32.1063923227387,34.8230777309355
"D:/gsv_image/all_last/ALL\tel aviv_heading=120.0&fov=64.0&location=32.10639353803909,34.82370860426685&source=outdoor.jpg",32.1063935380391,34.8237086042668
"D:/gsv_image/all_last/ALL\tel aviv_heading=120.0&fov=64.0&location=32.10640813299565,34.81653756883852&source=outdoor.jpg",32.1064081329956,34.8165375688385
"D:/gsv_image/all_last/ALL\tel aviv_heading=120.0&fov=64.0&location=32.10640973598956,34.82318336821518&source=outdoor.jpg",32.1064097359896,34.8231833682152
"D:/gsv_image/all_last/ALL\tel aviv_heading=120.0&fov=64.0&location=32.10641037830754,34.82535529777718&source=outdoor.jpg",32.1064103783075,34.8253552977772
"D:/gsv_image/all_last/ALL\tel aviv_heading=120.0&fov=64.0&location=32.10641275697092,34.82381162933997&source=outdoor.jpg",32.1064127569709,34.82381162934
"D:/gsv_image/all_last/ALL\tel aviv_heading=120.0&fov=64.0&location=32.10642518943882,34.81672307998033&source=outdoor.jpg",32.1064251894388,34.8167230799803
"D:/gsv_image/all_last/ALL\tel aviv_heading=120.0&fov=64.0&location=32.10642677814463,34.82328824720346&source=outdoor.jpg",32.1064267781446,34.8232882472035
"D:/gsv_image/all_last/ALL\tel aviv_heading=120.0&fov=64.0&location=32.10643199904019,34.8239148227679&source=outdoor.jpg",32.1064319990402,34.8239148227679
"D:/gsv_image/all_last/ALL\tel aviv_heading=120.0&fov=64.0&location=32.10644377048777,34.82339304182309&source=outdoor.jpg",32.1064437704878,34.8233930418231
"D:/gsv_image/all_last/ALL\tel aviv_heading=120.0&fov=64.0&location=32.1064511912982,34.82401793183188&source=outdoor.jpg",32.1064511912982,34.8240179318319
"D:/gsv_image/all_last/ALL\tel aviv_heading=120.0&fov=64.0&location=32.10645750395309,34.81644910970552&source=outdoor.jpg",32.1064575039531,34.8164491097055
"D:/gsv_image/all_last/ALL\tel aviv_heading=120.0&fov=64.0&location=32.10645886540676,34.82534376601697&source=outdoor.jpg",32.1064588654068,34.825343766017
"D:/gsv_image/all_last/ALL\tel aviv_heading=120.0&fov=64.0&location=32.10646088530076,34.82349817327383&source=outdoor.jpg",32.1064608853008,34.8234981732738
"D:/gsv_image/all_last/ALL\tel aviv_heading=120.0&fov=64.0&location=32.10646667669159,34.81662628062001&source=outdoor.jpg",32.1064666766916,34.81662628062
"D:/gsv_image/all_last/ALL\tel aviv_heading=120.0&fov=64.0&location=32.1064700947197,34.82411977718231&source=outdoor.jpg",32.1064700947197,34.8241197771823
"D:/gsv_image/all_last/ALL\tel aviv_heading=120.0&fov=64.0&location=32.10647806981783,34.82360381003404&source=outdoor.jpg",32.1064780698178,34.823603810034
"D:/gsv_image/all_last/ALL\tel aviv_heading=120.0&fov=64.0&location=32.10648921684083,34.82422238056402&source=outdoor.jpg",32.1064892168408,34.824222380564
"D:/gsv_image/all_last/ALL\tel aviv_heading=120.0&fov=64.0&location=32.10649529765476,34.8237100363415&source=outdoor.jpg",32.1064952976548,34.8237100363415
"D:/gsv_image/all_last/ALL\tel aviv_heading=120.0&fov=64.0&location=32.10650786387323,34.82432237241113&source=outdoor.jpg",32.1065078638732,34.8243223724111
"D:/gsv_image/all_last/ALL\tel aviv_heading=120.0&fov=64.0&location=32.10651133681024,34.82531901596764&source=outdoor.jpg",32.1065113368102,34.8253190159676
"D:/gsv_image/all_last/ALL\tel aviv_heading=120.0&fov=64.0&location=32.10651262467277,34.82381643099611&source=outdoor.jpg",32.1065126246728,34.8238164309961
"D:/gsv_image/all_last/ALL\tel aviv_heading=120.0&fov=64.0&location=32.10651347252883,34.81635803882637&source=outdoor.jpg",32.1065134725288,34.8163580388264
"D:/gsv_image/all_last/ALL\tel aviv_heading=120.0&fov=64.0&location=32.10652605910953,34.82441992121076&source=outdoor.jpg",32.1065260591095,34.8244199212108
"D:/gsv_image/all_last/ALL\tel aviv_heading=120.0&fov=64.0&location=32.10652890507799,34.81652080373367&source=outdoor.jpg",32.106528905078,34.8165208037337
"D:/gsv_image/all_last/ALL\tel aviv_heading=120.0&fov=64.0&location=32.10652985530947,34.82392240432095&source=outdoor.jpg",32.1065298553095,34.823922404321
"D:/gsv_image/all_last/ALL\tel aviv_heading=120.0&fov=64.0&location=32.10653283296036,34.82619501102531&source=outdoor.jpg",32.1065328329604,34.8261950110253
"D:/gsv_image/all_last/ALL\tel aviv_heading=120.0&fov=64.0&location=32.10654464292799,34.82641783499449&source=outdoor.jpg",32.106544642928,34.8264178349945
"D:/gsv_image/all_last/ALL\tel aviv_heading=120.0&fov=64.0&location=32.10654791308933,34.82403326339777&source=outdoor.jpg",32.1065479130893,34.8240332633978
"D:/gsv_image/all_last/ALL\tel aviv_heading=120.0&fov=64.0&location=32.10654892595962,34.82530706648498&source=outdoor.jpg",32.1065489259596,34.825307066485
"D:/gsv_image/all_last/ALL\tel aviv_heading=120.0&fov=64.0&location=32.10655248333333,34.82456161106517&source=outdoor.jpg",32.1065524833333,34.8245616110652
"D:/gsv_image/all_last/ALL\tel aviv_heading=120.0&fov=64.0&location=32.10656424318843,34.82413409785874&source=outdoor.jpg",32.1065642431884,34.8241340978587
"D:/gsv_image/all_last/ALL\tel aviv_heading=120.0&fov=64.0&location=32.10657239077346,34.81627455008139&source=outdoor.jpg",32.1065723907735,34.8162745500814
"D:/gsv_image/all_last/ALL\tel aviv_heading=120.0&fov=64.0&location=32.10657338505224,34.82467406984902&source=outdoor.jpg",32.1065733850522,34.824674069849
"D:/gsv_image/all_last/ALL\tel aviv_heading=120.0&fov=64.0&location=32.10657915540855,34.82627571617442&source=outdoor.jpg",32.1065791554085,34.8262757161744
"D:/gsv_image/all_last/ALL\tel aviv_heading=120.0&fov=64.0&location=32.10658227737463,34.82424478818272&source=outdoor.jpg",32.1065822773746,34.8242447881827
"D:/gsv_image/all_last/ALL\tel aviv_heading=120.0&fov=64.0&location=32.10658554009377,34.81643537747001&source=outdoor.jpg",32.1065855400938,34.81643537747
"D:/gsv_image/all_last/ALL\tel aviv_heading=120.0&fov=64.0&location=32.10659773369931,34.82480514521863&source=outdoor.jpg",32.1065977336993,34.8248051452186
"D:/gsv_image/all_last/ALL\tel aviv_heading=120.0&fov=64.0&location=32.10659929477055,34.82434949739077&source=outdoor.jpg",32.1065992947705,34.8243494973908
"D:/gsv_image/all_last/ALL\tel aviv_heading=120.0&fov=64.0&location=32.10661207176047,34.82492156289123&source=outdoor.jpg",32.1066120717605,34.8249215628912
"D:/gsv_image/all_last/ALL\tel aviv_heading=120.0&fov=64.0&location=32.10661626545754,34.82445386951476&source=outdoor.jpg",32.1066162654575,34.8244538695148
"D:/gsv_image/all_last/ALL\tel aviv_heading=120.0&fov=64.0&location=32.10661877777205,34.82491010645581&source=outdoor.jpg",32.106618777772,34.8249101064558
"D:/gsv_image/all_last/ALL\tel aviv_heading=120.0&fov=64.0&location=32.10661975574249,34.82637083270379&source=outdoor.jpg",32.1066197557425,34.8263708327038
"D:/gsv_image/all_last/ALL\tel aviv_heading=120.0&fov=64.0&location=32.10662399917692,34.82639325269994&source=outdoor.jpg",32.1066239991769,34.8263932526999
"D:/gsv_image/all_last/ALL\tel aviv_heading=120.0&fov=64.0&location=32.1066336116053,34.82456068443787&source=outdoor.jpg",32.1066336116053,34.8245606844379
"D:/gsv_image/all_last/ALL\tel aviv_heading=120.0&fov=64.0&location=32.10663825436998,34.8161890393247&source=outdoor.jpg",32.10663825437,34.8161890393247
"D:/gsv_image/all_last/ALL\tel aviv_heading=120.0&fov=64.0&location=32.10664278448366,34.82502770332287&source=outdoor.jpg",32.1066427844837,34.8250277033229
"D:/gsv_image/all_last/ALL\tel aviv_heading=120.0&fov=64.0&location=32.10664410583982,34.81634961413329&source=outdoor.jpg",32.1066441058398,34.8163496141333
"D:/gsv_image/all_last/ALL\tel aviv_heading=120.0&fov=64.0&location=32.10664987177526,34.82524739674997&source=outdoor.jpg",32.1066498717753,34.82524739675
"D:/gsv_image/all_last/ALL\tel aviv_heading=120.0&fov=64.0&location=32.106650648742,34.82466581445269&source=outdoor.jpg",32.106650648742,34.8246658144527
"D:/gsv_image/all_last/ALL\tel aviv_heading=120.0&fov=64.0&location=32.10666657527231,34.82514428916892&source=outdoor.jpg",32.1066665752723,34.8251442891689
"D:/gsv_image/all_last/ALL\tel aviv_heading=120.0&fov=64.0&location=32.10666753500216,34.82649540499708&source=outdoor.jpg",32.1066675350022,34.8264954049971
"D:/gsv_image/all_last/ALL\tel aviv_heading=120.0&fov=64.0&location=32.10666785490321,34.82477161824733&source=outdoor.jpg",32.1066678549032,34.8247716182473
"D:/gsv_image/all_last/ALL\tel aviv_heading=120.0&fov=64.0&location=32.10667191937443,34.82535934920328&source=outdoor.jpg",32.1066719193744,34.8253593492033
"D:/gsv_image/all_last/ALL\tel aviv_heading=120.0&fov=64.0&location=32.10668044688067,34.82657885956533&source=outdoor.jpg",32.1066804468807,34.8265788595653
"D:/gsv_image/all_last/ALL\tel aviv_heading=120.0&fov=64.0&location=32.10668546289394,34.82487978058993&source=outdoor.jpg",32.1066854628939,34.8248797805899
"D:/gsv_image/all_last/ALL\tel aviv_heading=120.0&fov=64.0&location=32.10669012686294,34.82525969552176&source=outdoor.jpg",32.1066901268629,34.8252596955218
"D:/gsv_image/all_last/ALL\tel aviv_heading=120.0&fov=64.0&location=32.10669305268561,34.82546523637747&source=outdoor.jpg",32.1066930526856,34.8254652363775
"D:/gsv_image/all_last/ALL\tel aviv_heading=120.0&fov=64.0&location=32.10670171274035,34.81626764182639&source=outdoor.jpg",32.1067017127404,34.8162676418264
"D:/gsv_image/all_last/ALL\tel aviv_heading=120.0&fov=64.0&location=32.1067022139676,34.81610790933565&source=outdoor.jpg",32.1067022139676,34.8161079093356
"D:/gsv_image/all_last/ALL\tel aviv_heading=120.0&fov=64.0&location=32.10670271531582,34.82498592107345&source=outdoor.jpg",32.1067027153158,34.8249859210734
"D:/gsv_image/all_last/ALL\tel aviv_heading=120.0&fov=64.0&location=32.10670882305095,34.82660750334264&source=outdoor.jpg",32.106708823051,34.8266075033426
"D:/gsv_image/all_last/ALL\tel aviv_heading=120.0&fov=64.0&location=32.10671328725039,34.82557205003683&source=outdoor.jpg",32.1067132872504,34.8255720500368
"D:/gsv_image/all_last/ALL\tel aviv_heading=120.0&fov=64.0&location=32.10671365188299,34.82537518595684&source=outdoor.jpg",32.106713651883,34.8253751859568
"D:/gsv_image/all_last/ALL\tel aviv_heading=120.0&fov=64.0&location=32.10672087521872,34.82667212031379&source=outdoor.jpg",32.1067208752187,34.8266721203138
"D:/gsv_image/all_last/ALL\tel aviv_heading=120.0&fov=64.0&location=32.10672102603621,34.8250925668551&source=outdoor.jpg",32.1067210260362,34.8250925668551
"D:/gsv_image/all_last/ALL\tel aviv_heading=120.0&fov=64.0&location=32.10673321747266,34.82567886356271&source=outdoor.jpg",32.1067332174727,34.8256788635627
"D:/gsv_image/all_last/ALL\tel aviv_heading=120.0&fov=64.0&location=32.10673420695382,34.82509467281312&source=outdoor.jpg",32.1067342069538,34.8250946728131
"D:/gsv_image/all_last/ALL\tel aviv_heading=120.0&fov=64.0&location=32.10673736915978,34.82549151861517&source=outdoor.jpg",32.1067373691598,34.8254915186152
"D:/gsv_image/all_last/ALL\tel aviv_heading=120.0&fov=64.0&location=32.10674036400568,34.8251981174069&source=outdoor.jpg",32.1067403640057,34.8251981174069
"D:/gsv_image/all_last/ALL\tel aviv_heading=120.0&fov=64.0&location=32.10674308133883,34.82673702839904&source=outdoor.jpg",32.1067430813388,34.826737028399
"D:/gsv_image/all_last/ALL\tel aviv_heading=120.0&fov=64.0&location=32.10675343465394,34.82578500305402&source=outdoor.jpg",32.1067534346539,34.825785003054
"D:/gsv_image/all_last/ALL\tel aviv_heading=120.0&fov=64.0&location=32.1067586755852,34.81618651191188&source=outdoor.jpg",32.1067586755852,34.8161865119119
"D:/gsv_image/all_last/ALL\tel aviv_heading=120.0&fov=64.0&location=32.10675898665114,34.82679994453815&source=outdoor.jpg",32.1067589866511,34.8267999445382
"D:/gsv_image/all_last/ALL\tel aviv_heading=120.0&fov=64.0&location=32.10676115918846,34.82560810382863&source=outdoor.jpg",32.1067611591885,34.8256081038286
"D:/gsv_image/all_last/ALL\tel aviv_heading=120.0&fov=64.0&location=32.10676338282407,34.82518969358472&source=outdoor.jpg",32.1067633828241,34.8251896935847
"D:/gsv_image/all_last/ALL\tel aviv_heading=120.0&fov=64.0&location=32.10676922312246,34.81602408335751&source=outdoor.jpg",32.1067692231225,34.8160240833575
"D:/gsv_image/all_last/ALL\tel aviv_heading=120.0&fov=64.0&location=32.10677141778034,34.82686504450908&source=outdoor.jpg",32.1067714177803,34.8268650445091
"D:/gsv_image/all_last/ALL\tel aviv_heading=120.0&fov=64.0&location=32.10677338629903,34.82589004732557&source=outdoor.jpg",32.106773386299,34.8258900473256
"D:/gsv_image/all_last/ALL\tel aviv_heading=120.0&fov=64.0&location=32.10677855837665,34.82540711216921&source=outdoor.jpg",32.1067785583766,34.8254071121692
"D:/gsv_image/all_last/ALL\tel aviv_heading=120.0&fov=64.0&location=32.10678504835138,34.82572485735846&source=outdoor.jpg",32.1067850483514,34.8257248573585
"D:/gsv_image/all_last/ALL\tel aviv_heading=120.0&fov=64.0&location=32.10678879349921,34.82530232001852&source=outdoor.jpg",32.1067887934992,34.8253023200185
"D:/gsv_image/all_last/ALL\tel aviv_heading=120.0&fov=64.0&location=32.10679412463685,34.82599500723059&source=outdoor.jpg",32.1067941246368,34.8259950072306
"D:/gsv_image/all_last/ALL\tel aviv_heading=120.0&fov=64.0&location=32.10679768017003,34.8255116514777&source=outdoor.jpg",32.10679768017,34.8255116514777
